quoteId,supplierName,materialName,unitPrice,quantity,totalPrice,deliveryDays,region,quoteDate,fileType,riskStatus,riskReason
Q00995,RapidSupply,Copper,14576.06,32,466433.98,15,Ontario,2025-10-30,CSV,Anomaly,Unit price is much higher than expected
Q00482,Maple Materials,Wood,61.7,888,54789.26,8,Ontario,2025-10-02,CSV,Normal,Quote is within expected range
Q00576,RapidSupply,Aluminum,1333.74,117,156047.29,7,Ontario,2025-06-14,Excel,Normal,Quote is within expected range
Q00034,NorthSteel,Steel,803.79,503,404306.4,13,Michigan,2025-05-08,PDF,Normal,Quote is within expected range
Q00032,XYZ Materials,Steel,1163.85,397,462049.42,6,Ontario,2025-07-26,Excel,Normal,Quote is within expected range
Q00232,ABC Suppliers,Concrete,194.42,310,60270.4,11,Michigan,2025-07-10,Excel,Normal,Quote is within expected range
Q00964,BudgetSource,Aluminum,2337.55,90,210379.31,57,Ontario,2025-08-21,CSV,Anomaly,High price and slow delivery
Q00193,RapidSupply,Steel,1120.42,196,219602.95,11,New York,2025-01-04,PDF,Normal,Quote is within expected range
Q00334,BuildCo,Concrete,170.46,1200,204553.05,5,New York,2025-03-02,PDF,Normal,Quote is within expected range
Q00004,NorthSteel,Steel,958.44,482,461967.08,7,Ontario,2026-01-24,PDF,Normal,Quote is within expected range
Q00205,NorthSteel,Steel,781.48,382,298524.29,14,Ontario,2025-07-27,PDF,Normal,Quote is within expected range
Q00515,RapidSupply,Wood,74.28,314,23323.65,5,Michigan,2025-01-06,CSV,Normal,Quote is within expected range
Q00800,Prime Industrial,Steel,1466.84,322,472323.97,59,Quebec,2025-05-05,PDF,Anomaly,High price and slow delivery
Q00307,NorthSteel,Concrete,198.45,1360,269888.68,6,New York,2025-03-12,PDF,Normal,Quote is within expected range
Q00110,BuildCo,Steel,996.74,341,339889.24,12,Michigan,2025-02-22,PDF,Normal,Quote is within expected range
Q00431,ABC Suppliers,Wood,54.25,750,40683.98,9,Ontario,2026-01-10,CSV,Normal,Quote is within expected range
Q00078,NorthSteel,Steel,855.72,377,322606.02,6,Quebec,2025-05-20,CSV,Normal,Quote is within expected range
Q00085,ABC Suppliers,Steel,914.61,77,70425.23,11,Michigan,2025-10-31,Excel,Normal,Quote is within expected range
Q00287,BuildCo,Concrete,189.04,925,174858.67,9,New York,2026-01-08,CSV,Normal,Quote is within expected range
Q00083,Prime Industrial,Steel,1054.17,496,522867.05,11,Michigan,2025-04-23,CSV,Normal,Quote is within expected range
Q00992,RapidSupply,Copper,13304.96,153,2035658.91,21,New York,2025-06-07,CSV,Anomaly,Unit price is much higher than expected
Q00790,BuildCo,Steel,298.36,305,90999.16,9,New York,2025-07-07,Excel,Anomaly,Unit price is unusually low
Q00895,BudgetSource,Wood,117.28,593,69544.22,12,New York,2025-02-27,Excel,Anomaly,Unit price is much higher than expected
Q00399,Prime Industrial,Concrete,184.4,1048,193256.37,12,Michigan,2025-07-11,CSV,Normal,Quote is within expected range
Q00324,BudgetSource,Concrete,200.21,1340,268286.14,11,Quebec,2025-08-21,Excel,Normal,Quote is within expected range
Q00520,XYZ Materials,Wood,87.68,484,42438.39,5,Ontario,2025-06-25,PDF,Normal,Quote is within expected range
Q00917,BuildCo,Wood,50.09,359,17980.73,60,Ontario,2025-12-23,PDF,Anomaly,Delivery time is unusually long
Q00923,NorthSteel,Wood,164.72,252,41510.35,14,Michigan,2025-01-10,CSV,Anomaly,Unit price is much higher than expected
Q00006,NorthSteel,Steel,809.69,599,485004.99,11,Ontario,2026-01-09,CSV,Normal,Quote is within expected range
Q00732,BudgetSource,Copper,6910.47,102,704867.66,15,New York,2025-05-14,CSV,Normal,Quote is within expected range
Q00466,Prime Industrial,Wood,75.82,492,37301.22,6,Ontario,2025-08-30,CSV,Normal,Quote is within expected range
Q00098,BudgetSource,Steel,895.53,324,290150.51,8,Michigan,2025-08-12,Excel,Normal,Quote is within expected range
Q00267,RapidSupply,Concrete,268.75,365,98094.2,4,New York,2025-08-28,Excel,Normal,Quote is within expected range
Q00358,BuildCo,Concrete,181.52,1219,221272.2,11,New York,2025-03-28,PDF,Normal,Quote is within expected range
Q00869,XYZ Materials,Concrete,262.33,973,255247.25,49,Michigan,2025-01-28,PDF,Anomaly,High price and slow delivery
Q00799,BuildCo,Steel,1507.83,252,379973.59,48,Quebec,2025-09-04,Excel,Anomaly,High price and slow delivery
Q00381,Maple Materials,Concrete,157.64,824,129895.1,12,Ontario,2025-01-14,PDF,Normal,Quote is within expected range
Q00632,RapidSupply,Aluminum,2240.82,40,89632.72,17,Michigan,2025-12-30,PDF,Normal,Quote is within expected range
Q00382,RapidSupply,Concrete,180.22,947,170667.48,4,Michigan,2025-01-07,CSV,Normal,Quote is within expected range
Q00491,ABC Suppliers,Wood,72.96,941,68655.61,11,Quebec,2025-10-21,CSV,Normal,Quote is within expected range
Q00119,XYZ Materials,Steel,1059.81,252,267071.06,13,Quebec,2025-05-16,Excel,Normal,Quote is within expected range
Q00901,ABC Suppliers,Wood,115.54,769,88852.84,8,New York,2025-09-06,PDF,Anomaly,Large order has unexpectedly high unit price
Q00251,RapidSupply,Concrete,173.97,1000,173973.47,9,Michigan,2025-07-24,Excel,Normal,Quote is within expected range
Q00524,Maple Materials,Wood,85.18,469,39951.36,5,Michigan,2025-03-20,PDF,Normal,Quote is within expected range
Q00010,Prime Industrial,Steel,1106.39,123,136086.13,7,New York,2025-12-26,Excel,Normal,Quote is within expected range
Q00197,XYZ Materials,Steel,907.6,484,439277.1,12,New York,2025-08-15,Excel,Normal,Quote is within expected range
Q00604,NorthSteel,Aluminum,1736.1,301,522566.63,19,Ontario,2025-09-17,PDF,Normal,Quote is within expected range
Q00082,Maple Materials,Steel,1001.23,355,355436.03,11,Michigan,2025-01-04,CSV,Normal,Quote is within expected range
Q00784,Maple Materials,Steel,1494.74,563,841537.26,10,New York,2025-12-03,PDF,Anomaly,Large order has unexpectedly high unit price
Q00588,RapidSupply,Aluminum,1672.8,40,66911.95,13,Michigan,2025-06-01,PDF,Normal,Quote is within expected range
Q00798,BudgetSource,Steel,1680.38,318,534361.01,11,Ontario,2025-10-08,CSV,Anomaly,Unit price is much higher than expected
Q00240,Prime Industrial,Concrete,207.52,1036,214992.18,10,Michigan,2025-11-24,Excel,Normal,Quote is within expected range
Q00291,Prime Industrial,Concrete,182.09,192,34961.49,8,Michigan,2025-09-14,PDF,Normal,Quote is within expected range
Q00212,BudgetSource,Steel,969.1,107,103693.54,6,New York,2026-02-12,CSV,Normal,Quote is within expected range
Q00718,ABC Suppliers,Copper,7928.66,168,1332015.22,25,Ontario,2025-09-04,CSV,Normal,Quote is within expected range
Q00360,BuildCo,Concrete,163.66,409,66936.5,11,Quebec,2025-02-04,Excel,Normal,Quote is within expected range
Q00450,BudgetSource,Wood,56.3,469,26402.69,6,Ontario,2025-09-28,PDF,Normal,Quote is within expected range
Q00228,Maple Materials,Concrete,177.11,586,103784.6,12,New York,2025-12-13,Excel,Normal,Quote is within expected range
Q00951,Maple Materials,Aluminum,711.59,186,132355.76,17,Quebec,2026-01-18,Excel,Anomaly,Unit price is unusually low
Q00947,XYZ Materials,Aluminum,463.9,274,127109.65,8,Quebec,2025-12-17,CSV,Anomaly,Unit price is unusually low
Q00797,XYZ Materials,Steel,268.89,453,121809.39,6,Quebec,2025-08-10,CSV,Anomaly,Unit price is unusually low
Q00502,ABC Suppliers,Wood,112.3,245,27513.95,7,New York,2025-10-18,Excel,Normal,Quote is within expected range
Q00465,XYZ Materials,Wood,71.23,102,7265.29,4,Quebec,2026-01-15,Excel,Normal,Quote is within expected range
Q00363,ABC Suppliers,Concrete,191.63,135,25870.46,9,New York,2025-10-02,CSV,Normal,Quote is within expected range
Q00469,BuildCo,Wood,71.5,147,10510.06,5,Quebec,2026-02-16,Excel,Normal,Quote is within expected range
Q00936,ABC Suppliers,Wood,115.06,793,91243.03,5,New York,2026-02-25,PDF,Anomaly,Large order has unexpectedly high unit price
Q00429,Maple Materials,Wood,91.13,913,83204.53,5,Michigan,2025-02-08,Excel,Normal,Quote is within expected range
Q00008,XYZ Materials,Steel,1090.78,346,377409.14,8,Ontario,2025-12-05,PDF,Normal,Quote is within expected range
Q00156,ABC Suppliers,Steel,857.7,410,351655.27,8,Michigan,2025-05-27,PDF,Normal,Quote is within expected range
Q00542,Maple Materials,Wood,58.01,807,46814.26,11,Ontario,2025-07-22,CSV,Normal,Quote is within expected range
Q00441,XYZ Materials,Wood,84.95,589,50033.12,10,Michigan,2025-12-22,PDF,Normal,Quote is within expected range
Q00483,BudgetSource,Wood,47.73,261,12458.58,8,New York,2025-03-03,PDF,Normal,Quote is within expected range
Q00423,RapidSupply,Wood,81.49,242,19721.16,7,Michigan,2025-03-26,Excel,Normal,Quote is within expected range
Q00779,ABC Suppliers,Steel,966.64,475,459151.74,34,New York,2025-10-13,Excel,Anomaly,Delivery time is unusually long
Q00950,BudgetSource,Aluminum,2729.0,389,1061580.38,40,Ontario,2025-02-06,PDF,Anomaly,High price and slow delivery
Q00335,Prime Industrial,Concrete,202.0,711,143619.82,11,Ontario,2026-01-23,PDF,Normal,Quote is within expected range
Q00577,Prime Industrial,Aluminum,1681.86,179,301052.23,19,Quebec,2025-12-22,CSV,Normal,Quote is within expected range
Q00935,BudgetSource,Wood,19.02,764,14530.78,14,Ontario,2025-05-05,Excel,Anomaly,Unit price is unusually low
Q00568,Maple Materials,Aluminum,1478.58,319,471668.11,10,New York,2025-07-10,CSV,Normal,Quote is within expected range
Q00595,BuildCo,Aluminum,1929.7,253,488213.3,19,Ontario,2025-07-25,CSV,Normal,Quote is within expected range
Q00531,Prime Industrial,Wood,87.0,528,45934.14,14,Ontario,2025-07-18,Excel,Normal,Quote is within expected range
Q00582,Maple Materials,Aluminum,1492.98,339,506119.17,8,New York,2026-01-30,Excel,Normal,Quote is within expected range
Q00708,XYZ Materials,Copper,10181.6,97,987615.23,23,Ontario,2025-09-15,CSV,Normal,Quote is within expected range
Q00449,NorthSteel,Wood,61.11,606,37032.6,7,Ontario,2026-02-06,PDF,Normal,Quote is within expected range
Q00454,Maple Materials,Wood,83.43,649,54147.02,6,Michigan,2025-02-12,Excel,Normal,Quote is within expected range
Q00229,NorthSteel,Concrete,157.47,589,92747.15,10,Michigan,2025-04-30,Excel,Normal,Quote is within expected range
Q00353,NorthSteel,Concrete,197.6,1054,208274.29,10,New York,2025-09-20,CSV,Normal,Quote is within expected range
Q00729,BuildCo,Copper,8483.56,171,1450689.0,17,Michigan,2025-09-13,PDF,Normal,Quote is within expected range
Q00213,NorthSteel,Steel,1038.77,108,112187.3,9,Michigan,2025-08-20,PDF,Normal,Quote is within expected range
Q00080,Maple Materials,Steel,770.27,527,405932.03,8,Michigan,2025-06-19,Excel,Normal,Quote is within expected range
Q00149,Maple Materials,Steel,964.38,471,454222.06,7,Quebec,2025-05-06,Excel,Normal,Quote is within expected range
Q00303,NorthSteel,Concrete,188.92,1101,207996.62,8,Quebec,2025-12-20,Excel,Normal,Quote is within expected range
Q00629,Prime Industrial,Aluminum,1624.12,110,178653.25,9,Quebec,2025-05-31,CSV,Normal,Quote is within expected range
Q00778,XYZ Materials,Steel,1733.22,553,958473.4,15,Ontario,2025-04-17,Excel,Anomaly,Unit price is much higher than expected
Q00507,RapidSupply,Wood,72.44,778,56357.51,5,Ontario,2025-07-11,Excel,Normal,Quote is within expected range
Q00343,BuildCo,Concrete,221.51,196,43415.19,9,Michigan,2025-10-12,CSV,Normal,Quote is within expected range
Q00486,ABC Suppliers,Wood,52.91,866,45816.69,5,Michigan,2025-08-20,Excel,Normal,Quote is within expected range
Q00712,Prime Industrial,Copper,8549.52,142,1214031.45,15,New York,2025-07-31,CSV,Normal,Quote is within expected range
Q00134,NorthSteel,Steel,951.73,533,507274.17,13,New York,2025-08-01,CSV,Normal,Quote is within expected range
Q00704,XYZ Materials,Copper,7625.53,100,762553.17,19,New York,2026-02-04,CSV,Normal,Quote is within expected range
Q00312,Prime Industrial,Concrete,208.88,460,96085.83,3,Ontario,2025-03-31,CSV,Normal,Quote is within expected range
Q00723,XYZ Materials,Copper,7908.44,76,601041.73,15,New York,2025-07-05,Excel,Normal,Quote is within expected range
Q00630,BuildCo,Aluminum,1873.34,81,151740.69,20,Quebec,2026-01-12,Excel,Normal,Quote is within expected range
Q00001,XYZ Materials,Steel,993.24,300,297972.28,16,Ontario,2026-01-15,CSV,Normal,Quote is within expected range
Q00317,ABC Suppliers,Concrete,189.68,1262,239369.93,6,New York,2026-02-09,CSV,Normal,Quote is within expected range
Q00707,BudgetSource,Copper,7018.93,76,533438.34,23,Michigan,2025-10-22,PDF,Normal,Quote is within expected range
Q00548,NorthSteel,Wood,65.49,1000,65489.06,6,Michigan,2025-03-11,Excel,Normal,Quote is within expected range
Q00873,Maple Materials,Concrete,178.14,776,138235.99,60,Quebec,2025-12-25,Excel,Anomaly,Delivery time is unusually long
Q00533,BuildCo,Wood,80.52,277,22304.38,6,Ontario,2026-01-23,CSV,Normal,Quote is within expected range
Q00478,BuildCo,Wood,82.78,681,56374.4,14,Michigan,2025-02-08,Excel,Normal,Quote is within expected range
Q00405,RapidSupply,Concrete,195.62,929,181731.78,5,Michigan,2025-08-25,PDF,Normal,Quote is within expected range
Q00173,Prime Industrial,Steel,899.14,260,233777.47,13,Quebec,2026-02-07,Excel,Normal,Quote is within expected range
Q00126,XYZ Materials,Steel,1161.07,391,453979.63,6,Michigan,2025-06-28,CSV,Normal,Quote is within expected range
Q00395,Maple Materials,Concrete,202.93,1199,243315.02,4,Ontario,2026-02-09,CSV,Normal,Quote is within expected range
Q00421,Prime Industrial,Wood,108.37,369,39988.66,5,New York,2025-01-17,CSV,Normal,Quote is within expected range
Q00553,NorthSteel,Wood,92.71,266,24661.96,7,Ontario,2025-07-17,PDF,Normal,Quote is within expected range
Q00904,NorthSteel,Wood,90.99,970,88262.93,5,Quebec,2025-09-06,PDF,Anomaly,Large order has unexpectedly high unit price
Q00091,XYZ Materials,Steel,977.9,312,305104.88,7,Quebec,2025-08-27,Excel,Normal,Quote is within expected range
Q00940,NorthSteel,Aluminum,1370.19,106,145239.64,41,Quebec,2026-01-23,CSV,Anomaly,Delivery time is unusually long
Q00182,RapidSupply,Steel,1024.13,351,359469.43,14,Michigan,2025-11-02,Excel,Normal,Quote is within expected range
Q00275,RapidSupply,Concrete,175.4,193,33852.83,12,Ontario,2025-01-15,PDF,Normal,Quote is within expected range
Q00896,NorthSteel,Wood,97.36,772,75159.56,14,Michigan,2025-09-22,PDF,Anomaly,Large order has unexpectedly high unit price
Q00070,NorthSteel,Steel,806.44,200,161288.94,8,Quebec,2026-02-17,PDF,Normal,Quote is within expected range
Q00292,BudgetSource,Concrete,141.34,1155,163250.12,12,Michigan,2025-03-18,Excel,Normal,Quote is within expected range
Q00132,Prime Industrial,Steel,948.38,64,60696.08,6,Quebec,2025-06-09,Excel,Normal,Quote is within expected range
Q00301,BudgetSource,Concrete,151.62,1484,225004.52,7,New York,2025-10-07,CSV,Normal,Quote is within expected range
Q00425,NorthSteel,Wood,83.96,978,82110.79,14,New York,2025-10-21,CSV,Normal,Quote is within expected range
Q00327,Prime Industrial,Concrete,191.06,1165,222589.74,6,Quebec,2025-03-26,CSV,Normal,Quote is within expected range
Q00145,Maple Materials,Steel,1065.95,549,585204.9,5,New York,2025-11-17,Excel,Normal,Quote is within expected range
Q00424,ABC Suppliers,Wood,92.3,711,65623.42,9,New York,2025-09-30,CSV,Normal,Quote is within expected range
Q00581,Prime Industrial,Aluminum,1735.13,106,183923.54,8,Ontario,2025-10-29,Excel,Normal,Quote is within expected range
Q00136,XYZ Materials,Steel,1129.64,398,449597.42,13,New York,2026-01-31,CSV,Normal,Quote is within expected range
Q00451,Maple Materials,Wood,75.22,799,60103.86,11,Michigan,2025-07-07,Excel,Normal,Quote is within expected range
Q00165,RapidSupply,Steel,1165.47,525,611872.67,9,Quebec,2025-11-28,PDF,Normal,Quote is within expected range
Q00029,Prime Industrial,Steel,989.69,269,266226.16,16,New York,2025-12-09,CSV,Normal,Quote is within expected range
Q00774,Maple Materials,Steel,1372.95,489,671374.95,10,Quebec,2025-09-26,Excel,Anomaly,Large order has unexpectedly high unit price
Q00194,XYZ Materials,Steel,815.6,81,66063.76,13,Quebec,2026-01-15,Excel,Normal,Quote is within expected range
Q00389,Maple Materials,Concrete,208.35,1396,290853.99,12,New York,2025-05-30,Excel,Normal,Quote is within expected range
Q00853,ABC Suppliers,Concrete,341.95,792,270820.92,55,Quebec,2025-04-10,CSV,Anomaly,High price and slow delivery
Q00170,Prime Industrial,Steel,882.72,426,376038.05,15,New York,2025-02-20,Excel,Normal,Quote is within expected range
Q00706,NorthSteel,Copper,8642.18,67,579025.75,13,New York,2025-06-27,CSV,Normal,Quote is within expected range
Q00141,Maple Materials,Steel,1019.16,179,182430.34,14,Quebec,2025-09-11,PDF,Normal,Quote is within expected range
Q00174,Prime Industrial,Steel,933.37,386,360279.74,14,Quebec,2026-02-21,PDF,Normal,Quote is within expected range
Q00007,XYZ Materials,Steel,1195.89,420,502274.56,16,New York,2025-11-18,Excel,Normal,Quote is within expected range
Q00746,BuildCo,Copper,8664.63,172,1490316.12,20,Michigan,2025-11-20,Excel,Normal,Quote is within expected range
Q00479,BuildCo,Wood,121.3,971,117784.48,10,Quebec,2025-05-30,CSV,Normal,Quote is within expected range
Q00074,Prime Industrial,Steel,1082.4,525,568258.47,13,Ontario,2025-08-22,PDF,Normal,Quote is within expected range
Q00911,NorthSteel,Wood,124.07,921,114269.05,13,New York,2025-05-19,CSV,Anomaly,Unit price is much higher than expected
Q00814,RapidSupply,Steel,1853.1,332,615229.93,11,New York,2025-05-01,Excel,Anomaly,Unit price is much higher than expected
Q00239,BuildCo,Concrete,176.82,586,103617.81,3,Michigan,2025-02-26,CSV,Normal,Quote is within expected range
Q00146,XYZ Materials,Steel,1070.84,344,368370.14,16,Quebec,2025-11-20,Excel,Normal,Quote is within expected range
Q00793,Maple Materials,Steel,941.35,392,369011.01,58,Ontario,2026-02-04,PDF,Anomaly,Delivery time is unusually long
Q00235,Maple Materials,Concrete,240.25,865,207815.41,4,Ontario,2025-07-22,Excel,Normal,Quote is within expected range
Q00221,BuildCo,Steel,1218.34,451,549471.78,16,New York,2025-06-08,Excel,Normal,Quote is within expected range
Q00924,Maple Materials,Wood,127.11,437,55546.55,46,New York,2025-03-19,Excel,Anomaly,High price and slow delivery
Q00501,BuildCo,Wood,95.52,925,88354.91,9,Quebec,2025-10-31,CSV,Normal,Quote is within expected range
Q00133,Prime Industrial,Steel,888.77,207,183974.87,16,Ontario,2025-08-25,PDF,Normal,Quote is within expected range
Q00991,Maple Materials,Copper,12904.33,104,1342050.24,39,Quebec,2026-01-02,CSV,Anomaly,High price and slow delivery
Q00775,Maple Materials,Steel,1410.77,585,825300.87,7,New York,2025-02-26,PDF,Anomaly,Unit price is much higher than expected
Q00186,NorthSteel,Steel,916.6,535,490381.13,6,New York,2025-03-20,Excel,Normal,Quote is within expected range
Q00042,Maple Materials,Steel,1059.53,90,95357.89,11,Ontario,2025-10-19,PDF,Normal,Quote is within expected range
Q00697,XYZ Materials,Copper,8868.87,96,851411.95,8,Quebec,2025-09-18,CSV,Normal,Quote is within expected range
Q00109,ABC Suppliers,Steel,945.98,105,99328.2,16,Quebec,2025-05-21,PDF,Normal,Quote is within expected range
Q00589,BudgetSource,Aluminum,1665.11,26,43292.91,10,New York,2025-05-01,PDF,Normal,Quote is within expected range
Q00057,XYZ Materials,Steel,889.8,277,246475.88,12,Michigan,2025-01-20,CSV,Normal,Quote is within expected range
Q00406,Maple Materials,Concrete,196.15,1357,266180.56,10,Michigan,2025-01-15,Excel,Normal,Quote is within expected range
Q00443,Maple Materials,Wood,46.28,246,11385.69,13,Quebec,2025-11-25,Excel,Normal,Quote is within expected range
Q00758,Maple Materials,Steel,1679.75,430,722293.72,31,New York,2026-02-07,CSV,Anomaly,High price and slow delivery
Q00998,NorthSteel,Copper,2105.02,128,269442.82,7,Michigan,2025-10-14,Excel,Anomaly,Unit price is unusually low
Q00025,NorthSteel,Steel,889.24,255,226756.69,11,Michigan,2025-04-19,Excel,Normal,Quote is within expected range
Q00468,NorthSteel,Wood,87.02,222,19317.38,4,Ontario,2025-10-20,CSV,Normal,Quote is within expected range
Q00540,Maple Materials,Wood,71.95,597,42953.83,11,New York,2025-07-16,Excel,Normal,Quote is within expected range
Q00532,BudgetSource,Wood,45.76,180,8236.19,4,Quebec,2025-09-01,CSV,Normal,Quote is within expected range
Q00619,BuildCo,Aluminum,1791.42,378,677155.9,16,Quebec,2025-07-31,Excel,Normal,Quote is within expected range
Q00695,BudgetSource,Copper,8232.88,98,806822.23,19,New York,2025-06-07,Excel,Normal,Quote is within expected range
Q00927,NorthSteel,Wood,130.67,762,99571.55,9,Michigan,2025-01-29,Excel,Anomaly,Unit price is much higher than expected
Q00339,ABC Suppliers,Concrete,175.11,923,161627.26,11,Quebec,2026-01-15,PDF,Normal,Quote is within expected range
Q00052,ABC Suppliers,Steel,889.49,202,179676.8,10,Ontario,2025-02-08,Excel,Normal,Quote is within expected range
Q00508,RapidSupply,Wood,73.66,261,19224.9,10,New York,2025-06-15,PDF,Normal,Quote is within expected range
Q00517,BudgetSource,Wood,73.88,604,44624.5,9,Michigan,2025-03-27,CSV,Normal,Quote is within expected range
Q00921,Maple Materials,Wood,28.89,211,6095.13,10,Quebec,2025-11-27,CSV,Anomaly,Unit price is unusually low
Q00782,Prime Industrial,Steel,1959.88,475,930940.81,14,Quebec,2025-10-13,Excel,Anomaly,Unit price is much higher than expected
Q00265,NorthSteel,Concrete,159.38,1406,224087.45,8,Quebec,2025-12-31,Excel,Normal,Quote is within expected range
Q00818,Prime Industrial,Steel,339.64,586,199029.2,7,Quebec,2025-06-08,Excel,Anomaly,Unit price is unusually low
Q00711,XYZ Materials,Copper,8412.88,172,1447015.6,14,New York,2025-02-04,CSV,Normal,Quote is within expected range
Q00683,BuildCo,Copper,8166.08,185,1510724.07,21,New York,2025-03-27,Excel,Normal,Quote is within expected range
Q00833,Prime Industrial,Concrete,77.33,763,59000.4,4,Michigan,2025-02-16,CSV,Anomaly,Unit price is unusually low
Q00519,BuildCo,Wood,81.82,401,32808.5,8,Michigan,2025-02-07,PDF,Normal,Quote is within expected range
Q00448,ABC Suppliers,Wood,60.85,721,43875.26,10,New York,2025-04-16,Excel,Normal,Quote is within expected range
Q00019,XYZ Materials,Steel,882.45,514,453577.27,16,New York,2025-08-11,PDF,Normal,Quote is within expected range
Q00716,Prime Industrial,Copper,8776.25,68,596785.16,14,Quebec,2025-05-16,PDF,Normal,Quote is within expected range
Q00484,ABC Suppliers,Wood,76.34,193,14734.36,9,Quebec,2025-06-17,PDF,Normal,Quote is within expected range
Q00569,BudgetSource,Aluminum,1166.58,317,369805.26,9,Ontario,2025-11-21,Excel,Normal,Quote is within expected range
Q00434,RapidSupply,Wood,93.32,741,69150.04,11,Ontario,2025-01-24,PDF,Normal,Quote is within expected range
Q00368,ABC Suppliers,Concrete,167.3,988,165292.73,8,Quebec,2025-02-12,CSV,Normal,Quote is within expected range
Q00084,RapidSupply,Steel,987.06,528,521166.62,14,Michigan,2026-01-06,PDF,Normal,Quote is within expected range
Q00062,Maple Materials,Steel,990.32,244,241636.89,16,Ontario,2025-07-17,Excel,Normal,Quote is within expected range
Q00639,ABC Suppliers,Aluminum,1406.42,248,348790.99,16,New York,2025-09-21,Excel,Normal,Quote is within expected range
Q00273,Prime Industrial,Concrete,216.2,720,155663.79,4,New York,2025-03-06,Excel,Normal,Quote is within expected range
Q00286,BudgetSource,Concrete,123.32,116,14304.72,9,Michigan,2025-05-27,Excel,Normal,Quote is within expected range
Q00361,BudgetSource,Concrete,170.53,1406,239765.32,12,New York,2025-01-31,Excel,Normal,Quote is within expected range
Q00355,BuildCo,Concrete,185.93,1296,240963.86,9,Ontario,2025-05-14,Excel,Normal,Quote is within expected range
Q00457,XYZ Materials,Wood,79.92,847,67695.98,7,New York,2025-12-24,CSV,Normal,Quote is within expected range
Q00279,BudgetSource,Concrete,156.36,1342,209837.16,8,Michigan,2025-04-15,CSV,Normal,Quote is within expected range
Q00013,Maple Materials,Steel,988.02,372,367542.79,12,New York,2025-02-03,PDF,Normal,Quote is within expected range
Q00183,Maple Materials,Steel,882.42,167,147364.04,15,Ontario,2026-02-11,Excel,Normal,Quote is within expected range
Q00369,XYZ Materials,Concrete,177.49,1260,223635.76,3,Ontario,2025-04-28,PDF,Normal,Quote is within expected range
Q00882,Maple Materials,Concrete,274.04,1452,397901.36,5,New York,2025-09-11,Excel,Anomaly,Unit price is much higher than expected
Q00616,BudgetSource,Aluminum,1532.19,108,165476.96,11,Quebec,2025-12-21,Excel,Normal,Quote is within expected range
Q00224,Prime Industrial,Steel,819.54,246,201606.62,7,New York,2026-01-28,CSV,Normal,Quote is within expected range
Q00573,RapidSupply,Aluminum,1817.79,160,290846.75,12,Ontario,2025-01-03,CSV,Normal,Quote is within expected range
Q00971,RapidSupply,Aluminum,2220.9,315,699585.03,16,New York,2025-08-20,CSV,Anomaly,Large order has unexpectedly high unit price
Q00654,XYZ Materials,Aluminum,1505.65,47,70765.39,21,Quebec,2025-12-10,Excel,Normal,Quote is within expected range
Q00546,Maple Materials,Wood,66.66,316,21064.95,10,Ontario,2025-04-07,CSV,Normal,Quote is within expected range
Q00583,XYZ Materials,Aluminum,1724.64,79,136246.88,19,Ontario,2025-01-25,Excel,Normal,Quote is within expected range
Q00634,Prime Industrial,Aluminum,1485.78,278,413047.15,19,Quebec,2025-09-24,PDF,Normal,Quote is within expected range
Q00177,BuildCo,Steel,1001.24,481,481595.66,16,New York,2025-01-27,PDF,Normal,Quote is within expected range
Q00666,BudgetSource,Aluminum,1441.56,277,399311.15,14,Ontario,2025-07-23,CSV,Normal,Quote is within expected range
Q00674,BudgetSource,Aluminum,1470.82,276,405946.62,21,Michigan,2025-11-06,PDF,Normal,Quote is within expected range
Q00586,Maple Materials,Aluminum,1632.97,336,548679.01,10,Ontario,2025-09-19,Excel,Normal,Quote is within expected range
Q00874,BudgetSource,Concrete,195.52,331,64716.06,61,Ontario,2025-02-03,CSV,Anomaly,Delivery time is unusually long
Q00394,Maple Materials,Concrete,221.76,1324,293616.41,9,Michigan,2025-02-07,CSV,Normal,Quote is within expected range
Q00164,RapidSupply,Steel,959.5,532,510456.37,13,Ontario,2025-12-12,PDF,Normal,Quote is within expected range
Q00249,NorthSteel,Concrete,206.49,1069,220734.87,6,Michigan,2026-02-22,Excel,Normal,Quote is within expected range
Q00635,XYZ Materials,Aluminum,1423.7,359,511108.68,18,New York,2025-04-24,PDF,Normal,Quote is within expected range
Q00886,NorthSteel,Concrete,362.28,208,75354.86,8,Ontario,2025-07-09,Excel,Anomaly,Unit price is much higher than expected
Q00670,Maple Materials,Aluminum,2000.8,40,80032.17,17,Michigan,2025-08-21,PDF,Normal,Quote is within expected range
Q00376,BudgetSource,Concrete,142.78,868,123928.71,12,Quebec,2025-07-02,Excel,Normal,Quote is within expected range
Q00413,Maple Materials,Concrete,142.4,1401,199496.75,5,Michigan,2025-04-06,CSV,Normal,Quote is within expected range
Q00075,RapidSupply,Steel,815.03,566,461309.21,13,Michigan,2025-11-10,Excel,Normal,Quote is within expected range
Q00114,Prime Industrial,Steel,1224.09,354,433329.32,11,Michigan,2025-08-19,CSV,Normal,Quote is within expected range
Q00599,BudgetSource,Aluminum,1315.29,245,322246.74,15,Michigan,2025-02-27,CSV,Normal,Quote is within expected range
Q00962,XYZ Materials,Aluminum,453.08,228,103303.33,16,Ontario,2025-12-21,Excel,Anomaly,Unit price is unusually low
